"","fips","year.x","cig_tax","year.y","cig_sales_pc"
"647",29,2014,1.18,2011,91.1
"648",29,2014,1.18,2012,89.4
"649",29,2014,1.18,2013,87.4
"650",29,2014,1.18,2014,82.6
"651",30,2010,2.71,2010,47.3
"652",30,2010,2.71,2011,45.5
"653",30,2010,2.71,2012,45.5
"654",30,2010,2.71,2013,44.3
"655",30,2010,2.71,2014,43
"656",30,2011,2.71,2010,47.3
"657",30,2011,2.71,2011,45.5
"658",30,2011,2.71,2012,45.5
"659",30,2011,2.71,2013,44.3
"660",30,2011,2.71,2014,43
"661",30,2012,2.71,2010,47.3
"662",30,2012,2.71,2011,45.5
"663",30,2012,2.71,2012,45.5
"664",30,2012,2.71,2013,44.3
"665",30,2012,2.71,2014,43
"666",30,2013,2.71,2010,47.3
"667",30,2013,2.71,2011,45.5
"668",30,2013,2.71,2012,45.5
"669",30,2013,2.71,2013,44.3
"670",30,2013,2.71,2014,43
"671",30,2014,2.71,2010,47.3
"672",30,2014,2.71,2011,45.5
"673",30,2014,2.71,2012,45.5
"674",30,2014,2.71,2013,44.3
"675",30,2014,2.71,2014,43
"676",31,2010,1.65,2010,55
"677",31,2010,1.65,2011,53.5
"678",31,2010,1.65,2012,52.5
"679",31,2010,1.65,2013,51.2
"680",31,2010,1.65,2014,47.3
"681",31,2011,1.65,2010,55
"682",31,2011,1.65,2011,53.5
"683",31,2011,1.65,2012,52.5
"684",31,2011,1.65,2013,51.2
"685",31,2011,1.65,2014,47.3
"686",31,2012,1.65,2010,55
"687",31,2012,1.65,2011,53.5
"688",31,2012,1.65,2012,52.5
"689",31,2012,1.65,2013,51.2
"690",31,2012,1.65,2014,47.3
"691",31,2013,1.65,2010,55
"692",31,2013,1.65,2011,53.5
"693",31,2013,1.65,2012,52.5
"694",31,2013,1.65,2013,51.2
"695",31,2013,1.65,2014,47.3
"696",31,2014,1.65,2010,55
"697",31,2014,1.65,2011,53.5
"698",31,2014,1.65,2012,52.5
"699",31,2014,1.65,2013,51.2
"700",31,2014,1.65,2014,47.3
"701",32,2010,1.81,2010,48.1
"702",32,2010,1.81,2011,45.7
"703",32,2010,1.81,2012,43.1
"704",32,2010,1.81,2013,43.2
"705",32,2010,1.81,2014,41.6
"706",32,2011,1.81,2010,48.1
"707",32,2011,1.81,2011,45.7
"708",32,2011,1.81,2012,43.1
"709",32,2011,1.81,2013,43.2
"710",32,2011,1.81,2014,41.6
"711",32,2012,1.81,2010,48.1
"712",32,2012,1.81,2011,45.7
"713",32,2012,1.81,2012,43.1
"714",32,2012,1.81,2013,43.2
"715",32,2012,1.81,2014,41.6
"716",32,2013,1.81,2010,48.1
"717",32,2013,1.81,2011,45.7
"718",32,2013,1.81,2012,43.1
"719",32,2013,1.81,2013,43.2
"720",32,2013,1.81,2014,41.6
"721",32,2014,1.81,2010,48.1
"722",32,2014,1.81,2011,45.7
"723",32,2014,1.81,2012,43.1
"724",32,2014,1.81,2013,43.2
"725",32,2014,1.81,2014,41.6
"726",33,2010,2.79,2010,97.1
"727",33,2010,2.79,2011,92.9
"728",33,2010,2.79,2012,93.9
"729",33,2010,2.79,2013,89.6
"730",33,2010,2.79,2014,90.6
"731",33,2011,2.69,2010,97.1
"732",33,2011,2.69,2011,92.9
"733",33,2011,2.69,2012,93.9
"734",33,2011,2.69,2013,89.6
"735",33,2011,2.69,2014,90.6
"736",33,2012,2.69,2010,97.1
"737",33,2012,2.69,2011,92.9
"738",33,2012,2.69,2012,93.9
"739",33,2012,2.69,2013,89.6
"740",33,2012,2.69,2014,90.6
"741",33,2013,2.79,2010,97.1
"742",33,2013,2.79,2011,92.9
"743",33,2013,2.79,2012,93.9
"744",33,2013,2.79,2013,89.6
"745",33,2013,2.79,2014,90.6
"746",33,2014,2.79,2010,97.1
"747",33,2014,2.79,2011,92.9
"748",33,2014,2.79,2012,93.9
"749",33,2014,2.79,2013,89.6
"750",33,2014,2.79,2014,90.6
"751",34,2010,3.71,2010,31.1
"752",34,2010,3.71,2011,32.5
"753",34,2010,3.71,2012,31.6
"754",34,2010,3.71,2013,30.6
"755",34,2010,3.71,2014,29.3
"756",34,2011,3.71,2010,31.1
"757",34,2011,3.71,2011,32.5
"758",34,2011,3.71,2012,31.6
"759",34,2011,3.71,2013,30.6
"760",34,2011,3.71,2014,29.3
"761",34,2012,3.71,2010,31.1
"762",34,2012,3.71,2011,32.5
"763",34,2012,3.71,2012,31.6
"764",34,2012,3.71,2013,30.6
"765",34,2012,3.71,2014,29.3
"766",34,2013,3.71,2010,31.1
"767",34,2013,3.71,2011,32.5
"768",34,2013,3.71,2012,31.6
"769",34,2013,3.71,2013,30.6
"770",34,2013,3.71,2014,29.3
"771",34,2014,3.71,2010,31.1
"772",34,2014,3.71,2011,32.5
"773",34,2014,3.71,2012,31.6
"774",34,2014,3.71,2013,30.6
"775",34,2014,3.71,2014,29.3
"776",35,2010,2.67,2010,30.3
"777",35,2010,2.67,2011,27.3
"778",35,2010,2.67,2012,26.7
"779",35,2010,2.67,2013,26.4
"780",35,2010,2.67,2014,24.6
"781",35,2011,2.67,2010,30.3
"782",35,2011,2.67,2011,27.3
"783",35,2011,2.67,2012,26.7
"784",35,2011,2.67,2013,26.4
"785",35,2011,2.67,2014,24.6
"786",35,2012,2.67,2010,30.3
"787",35,2012,2.67,2011,27.3
"788",35,2012,2.67,2012,26.7
"789",35,2012,2.67,2013,26.4
"790",35,2012,2.67,2014,24.6
"791",35,2013,2.67,2010,30.3
"792",35,2013,2.67,2011,27.3
"793",35,2013,2.67,2012,26.7
"794",35,2013,2.67,2013,26.4
"795",35,2013,2.67,2014,24.6
"796",35,2014,2.67,2010,30.3
"797",35,2014,2.67,2011,27.3
"798",35,2014,2.67,2012,26.7
"799",35,2014,2.67,2013,26.4
"800",35,2014,2.67,2014,24.6
"801",36,2010,5.36,2010,24.1
"802",36,2010,5.36,2011,18.3
"803",36,2010,5.36,2012,18
"804",36,2010,5.36,2013,16.6
"805",36,2010,5.36,2014,15.4
"806",36,2011,5.36,2010,24.1
"807",36,2011,5.36,2011,18.3
"808",36,2011,5.36,2012,18
"809",36,2011,5.36,2013,16.6
"810",36,2011,5.36,2014,15.4
"811",36,2012,5.36,2010,24.1
"812",36,2012,5.36,2011,18.3
"813",36,2012,5.36,2012,18
"814",36,2012,5.36,2013,16.6
"815",36,2012,5.36,2014,15.4
"816",36,2013,5.36,2010,24.1
"817",36,2013,5.36,2011,18.3
"818",36,2013,5.36,2012,18
"819",36,2013,5.36,2013,16.6
"820",36,2013,5.36,2014,15.4
"821",36,2014,5.36,2010,24.1
"822",36,2014,5.36,2011,18.3
"823",36,2014,5.36,2012,18
"824",36,2014,5.36,2013,16.6
"825",36,2014,5.36,2014,15.4
"826",37,2010,1.46,2010,61.5
"827",37,2010,1.46,2011,60.9
"828",37,2010,1.46,2012,60.7
"829",37,2010,1.46,2013,57.5
"830",37,2010,1.46,2014,56.7
"831",37,2011,1.46,2010,61.5
"832",37,2011,1.46,2011,60.9
"833",37,2011,1.46,2012,60.7
"834",37,2011,1.46,2013,57.5
"835",37,2011,1.46,2014,56.7
"836",37,2012,1.46,2010,61.5
"837",37,2012,1.46,2011,60.9
"838",37,2012,1.46,2012,60.7
"839",37,2012,1.46,2013,57.5
"840",37,2012,1.46,2014,56.7
"841",37,2013,1.46,2010,61.5
"842",37,2013,1.46,2011,60.9
"843",37,2013,1.46,2012,60.7
"844",37,2013,1.46,2013,57.5
"845",37,2013,1.46,2014,56.7
"846",37,2014,1.46,2010,61.5
"847",37,2014,1.46,2011,60.9
"848",37,2014,1.46,2012,60.7
"849",37,2014,1.46,2013,57.5
"850",37,2014,1.46,2014,56.7
"851",38,2010,1.45,2010,69.3
"852",38,2010,1.45,2011,69
"853",38,2010,1.45,2012,74.5
"854",38,2010,1.45,2013,72.5
"855",38,2010,1.45,2014,75.8
"856",38,2011,1.45,2010,69.3
"857",38,2011,1.45,2011,69
"858",38,2011,1.45,2012,74.5
"859",38,2011,1.45,2013,72.5
"860",38,2011,1.45,2014,75.8
"861",38,2012,1.45,2010,69.3
"862",38,2012,1.45,2011,69
"863",38,2012,1.45,2012,74.5
"864",38,2012,1.45,2013,72.5
"865",38,2012,1.45,2014,75.8
"866",38,2013,1.45,2010,69.3
"867",38,2013,1.45,2011,69
"868",38,2013,1.45,2012,74.5
"869",38,2013,1.45,2013,72.5
"870",38,2013,1.45,2014,75.8
"871",38,2014,1.45,2010,69.3
"872",38,2014,1.45,2011,69
"873",38,2014,1.45,2012,74.5
"874",38,2014,1.45,2013,72.5
"875",38,2014,1.45,2014,75.8
"876",39,2010,2.26,2010,59.3
"877",39,2010,2.26,2011,56.8
"878",39,2010,2.26,2012,55.7
"879",39,2010,2.26,2013,54.6
"880",39,2010,2.26,2014,53.3
"881",39,2011,2.26,2010,59.3
"882",39,2011,2.26,2011,56.8
"883",39,2011,2.26,2012,55.7
"884",39,2011,2.26,2013,54.6
"885",39,2011,2.26,2014,53.3
"886",39,2012,2.26,2010,59.3
"887",39,2012,2.26,2011,56.8
"888",39,2012,2.26,2012,55.7
"889",39,2012,2.26,2013,54.6
"890",39,2012,2.26,2014,53.3
"891",39,2013,2.26,2010,59.3
"892",39,2013,2.26,2011,56.8
"893",39,2013,2.26,2012,55.7
"894",39,2013,2.26,2013,54.6
"895",39,2013,2.26,2014,53.3
"896",39,2014,2.26,2010,59.3
"897",39,2014,2.26,2011,56.8
"898",39,2014,2.26,2012,55.7
"899",39,2014,2.26,2013,54.6
"900",39,2014,2.26,2014,53.3
"901",40,2010,2.04,2010,71.2
"902",40,2010,2.04,2011,71
"903",40,2010,2.04,2012,71.3
"904",40,2010,2.04,2013,67.2
"905",40,2010,2.04,2014,64.3
"906",40,2011,2.04,2010,71.2
"907",40,2011,2.04,2011,71
"908",40,2011,2.04,2012,71.3
"909",40,2011,2.04,2013,67.2
"910",40,2011,2.04,2014,64.3
"911",40,2012,2.04,2010,71.2
"912",40,2012,2.04,2011,71
"913",40,2012,2.04,2012,71.3
"914",40,2012,2.04,2013,67.2
"915",40,2012,2.04,2014,64.3
"916",40,2013,2.04,2010,71.2
"917",40,2013,2.04,2011,71
"918",40,2013,2.04,2012,71.3
"919",40,2013,2.04,2013,67.2
"920",40,2013,2.04,2014,64.3
"921",40,2014,2.04,2010,71.2
"922",40,2014,2.04,2011,71
"923",40,2014,2.04,2012,71.3
"924",40,2014,2.04,2013,67.2
"925",40,2014,2.04,2014,64.3
"926",41,2010,2.19,2010,44.7
"927",41,2010,2.19,2011,47
"928",41,2010,2.19,2012,44.7
"929",41,2010,2.19,2013,43.3
"930",41,2010,2.19,2014,41.4
"931",41,2011,2.19,2010,44.7
"932",41,2011,2.19,2011,47
"933",41,2011,2.19,2012,44.7
"934",41,2011,2.19,2013,43.3
"935",41,2011,2.19,2014,41.4
"936",41,2012,2.19,2010,44.7
"937",41,2012,2.19,2011,47
"938",41,2012,2.19,2012,44.7
"939",41,2012,2.19,2013,43.3
"940",41,2012,2.19,2014,41.4
"941",41,2013,2.19,2010,44.7
"942",41,2013,2.19,2011,47
"943",41,2013,2.19,2012,44.7
"944",41,2013,2.19,2013,43.3
"945",41,2013,2.19,2014,41.4
"946",41,2014,2.32,2010,44.7
"947",41,2014,2.32,2011,47
"948",41,2014,2.32,2012,44.7
"949",41,2014,2.32,2013,43.3
"950",41,2014,2.32,2014,41.4
"951",42,2010,2.61,2010,57
"952",42,2010,2.61,2011,56.4
"953",42,2010,2.61,2012,55
"954",42,2010,2.61,2013,52.8
"955",42,2010,2.61,2014,50.8
"956",42,2011,2.61,2010,57
"957",42,2011,2.61,2011,56.4
"958",42,2011,2.61,2012,55
"959",42,2011,2.61,2013,52.8
"960",42,2011,2.61,2014,50.8
"961",42,2012,2.61,2010,57
"962",42,2012,2.61,2011,56.4
"963",42,2012,2.61,2012,55
"964",42,2012,2.61,2013,52.8
"965",42,2012,2.61,2014,50.8
"966",42,2013,2.61,2010,57
"967",42,2013,2.61,2011,56.4
"968",42,2013,2.61,2012,55
"969",42,2013,2.61,2013,52.8
"970",42,2013,2.61,2014,50.8
"971",42,2014,2.61,2010,57
"972",42,2014,2.61,2011,56.4
"973",42,2014,2.61,2012,55
"974",42,2014,2.61,2013,52.8
"975",42,2014,2.61,2014,50.8
"976",44,2010,4.47,2010,37.1
"977",44,2010,4.47,2011,36.3
"978",44,2010,4.47,2012,35.8
"979",44,2010,4.47,2013,35.3
"980",44,2010,4.47,2014,36.7
"981",44,2011,4.47,2010,37.1
"982",44,2011,4.47,2011,36.3
"983",44,2011,4.47,2012,35.8
"984",44,2011,4.47,2013,35.3
"985",44,2011,4.47,2014,36.7
"986",44,2012,4.51,2010,37.1
"987",44,2012,4.51,2011,36.3
"988",44,2012,4.51,2012,35.8
"989",44,2012,4.51,2013,35.3
"990",44,2012,4.51,2014,36.7
"991",44,2013,4.51,2010,37.1
"992",44,2013,4.51,2011,36.3
"993",44,2013,4.51,2012,35.8
"994",44,2013,4.51,2013,35.3
"995",44,2013,4.51,2014,36.7
"996",44,2014,4.51,2010,37.1
"997",44,2014,4.51,2011,36.3
"998",44,2014,4.51,2012,35.8
"999",44,2014,4.51,2013,35.3
"1000",44,2014,4.51,2014,36.7
"1001",45,2010,1.58,2010,84.5
"1002",45,2010,1.58,2011,69.9
"1003",45,2010,1.58,2012,61.9
"1004",45,2010,1.58,2013,62
"1005",45,2010,1.58,2014,58.9
"1006",45,2011,1.58,2010,84.5
"1007",45,2011,1.58,2011,69.9
"1008",45,2011,1.58,2012,61.9
"1009",45,2011,1.58,2013,62
"1010",45,2011,1.58,2014,58.9
"1011",45,2012,1.58,2010,84.5
"1012",45,2012,1.58,2011,69.9
"1013",45,2012,1.58,2012,61.9
"1014",45,2012,1.58,2013,62
"1015",45,2012,1.58,2014,58.9
"1016",45,2013,1.58,2010,84.5
"1017",45,2013,1.58,2011,69.9
"1018",45,2013,1.58,2012,61.9
"1019",45,2013,1.58,2013,62
"1020",45,2013,1.58,2014,58.9
"1021",45,2014,1.58,2010,84.5
"1022",45,2014,1.58,2011,69.9
"1023",45,2014,1.58,2012,61.9
"1024",45,2014,1.58,2013,62
"1025",45,2014,1.58,2014,58.9
"1026",46,2010,2.54,2010,48.6
"1027",46,2010,2.54,2011,43.8
"1028",46,2010,2.54,2012,42.8
"1029",46,2010,2.54,2013,42.7
"1030",46,2010,2.54,2014,42.3
"1031",46,2011,2.54,2010,48.6
"1032",46,2011,2.54,2011,43.8
"1033",46,2011,2.54,2012,42.8
"1034",46,2011,2.54,2013,42.7
"1035",46,2011,2.54,2014,42.3
"1036",46,2012,2.54,2010,48.6
"1037",46,2012,2.54,2011,43.8
"1038",46,2012,2.54,2012,42.8
"1039",46,2012,2.54,2013,42.7
"1040",46,2012,2.54,2014,42.3
"1041",46,2013,2.54,2010,48.6
"1042",46,2013,2.54,2011,43.8
"1043",46,2013,2.54,2012,42.8
"1044",46,2013,2.54,2013,42.7
"1045",46,2013,2.54,2014,42.3
"1046",46,2014,2.54,2010,48.6
"1047",46,2014,2.54,2011,43.8
"1048",46,2014,2.54,2012,42.8
"1049",46,2014,2.54,2013,42.7
"1050",46,2014,2.54,2014,42.3
"1051",47,2010,1.63,2010,72.6
"1052",47,2010,1.63,2011,71.7
"1053",47,2010,1.63,2012,68.3
"1054",47,2010,1.63,2013,66.2
"1055",47,2010,1.63,2014,62.6
"1056",47,2011,1.63,2010,72.6
"1057",47,2011,1.63,2011,71.7
"1058",47,2011,1.63,2012,68.3
"1059",47,2011,1.63,2013,66.2
"1060",47,2011,1.63,2014,62.6
"1061",47,2012,1.63,2010,72.6
"1062",47,2012,1.63,2011,71.7
"1063",47,2012,1.63,2012,68.3
"1064",47,2012,1.63,2013,66.2
"1065",47,2012,1.63,2014,62.6
"1066",47,2013,1.63,2010,72.6
"1067",47,2013,1.63,2011,71.7
"1068",47,2013,1.63,2012,68.3
"1069",47,2013,1.63,2013,66.2
"1070",47,2013,1.63,2014,62.6
"1071",47,2014,1.63,2010,72.6
"1072",47,2014,1.63,2011,71.7
"1073",47,2014,1.63,2012,68.3
"1074",47,2014,1.63,2013,66.2
"1075",47,2014,1.63,2014,62.6
"1076",48,2010,2.42,2010,38.2
"1077",48,2010,2.42,2011,38.7
"1078",48,2010,2.42,2012,36.7
"1079",48,2010,2.42,2013,36.2
"1080",48,2010,2.42,2014,33.7
"1081",48,2011,2.42,2010,38.2
"1082",48,2011,2.42,2011,38.7
"1083",48,2011,2.42,2012,36.7
"1084",48,2011,2.42,2013,36.2
"1085",48,2011,2.42,2014,33.7
"1086",48,2012,2.42,2010,38.2
"1087",48,2012,2.42,2011,38.7
"1088",48,2012,2.42,2012,36.7
"1089",48,2012,2.42,2013,36.2
"1090",48,2012,2.42,2014,33.7
"1091",48,2013,2.42,2010,38.2
"1092",48,2013,2.42,2011,38.7
"1093",48,2013,2.42,2012,36.7
"1094",48,2013,2.42,2013,36.2
"1095",48,2013,2.42,2014,33.7
"1096",48,2014,2.42,2010,38.2
"1097",48,2014,2.42,2011,38.7
"1098",48,2014,2.42,2012,36.7
"1099",48,2014,2.42,2013,36.2
"1100",48,2014,2.42,2014,33.7
"1101",49,2010,2.71,2010,26.7
"1102",49,2010,2.71,2011,22.3
"1103",49,2010,2.71,2012,23
"1104",49,2010,2.71,2013,21.4
"1105",49,2010,2.71,2014,19.5
"1106",49,2011,2.71,2010,26.7
"1107",49,2011,2.71,2011,22.3
"1108",49,2011,2.71,2012,23
"1109",49,2011,2.71,2013,21.4
"1110",49,2011,2.71,2014,19.5
"1111",49,2012,2.71,2010,26.7
"1112",49,2012,2.71,2011,22.3
"1113",49,2012,2.71,2012,23
"1114",49,2012,2.71,2013,21.4
"1115",49,2012,2.71,2014,19.5
"1116",49,2013,2.71,2010,26.7
"1117",49,2013,2.71,2011,22.3
"1118",49,2013,2.71,2012,23
"1119",49,2013,2.71,2013,21.4
"1120",49,2013,2.71,2014,19.5
"1121",49,2014,2.71,2010,26.7
"1122",49,2014,2.71,2011,22.3
"1123",49,2014,2.71,2012,23
"1124",49,2014,2.71,2013,21.4
"1125",49,2014,2.71,2014,19.5
"1126",50,2010,3.25,2010,47.7
"1127",50,2010,3.25,2011,48.7
"1128",50,2010,3.25,2012,45.7
"1129",50,2010,3.25,2013,42.1
"1130",50,2010,3.25,2014,40.4
"1131",50,2011,3.63,2010,47.7
"1132",50,2011,3.63,2011,48.7
"1133",50,2011,3.63,2012,45.7
"1134",50,2011,3.63,2013,42.1
"1135",50,2011,3.63,2014,40.4
"1136",50,2012,3.63,2010,47.7
"1137",50,2012,3.63,2011,48.7
"1138",50,2012,3.63,2012,45.7
"1139",50,2012,3.63,2013,42.1
"1140",50,2012,3.63,2014,40.4
"1141",50,2013,3.63,2010,47.7
"1142",50,2013,3.63,2011,48.7
"1143",50,2013,3.63,2012,45.7
"1144",50,2013,3.63,2013,42.1
"1145",50,2013,3.63,2014,40.4
"1146",50,2014,3.63,2010,47.7
"1147",50,2014,3.63,2011,48.7
"1148",50,2014,3.63,2012,45.7
"1149",50,2014,3.63,2013,42.1
"1150",50,2014,3.63,2014,40.4
"1151",51,2010,1.31,2010,68.9
"1152",51,2010,1.31,2011,67.1
"1153",51,2010,1.31,2012,72.4
"1154",51,2010,1.31,2013,69.4
"1155",51,2010,1.31,2014,67
"1156",51,2011,1.31,2010,68.9
"1157",51,2011,1.31,2011,67.1
"1158",51,2011,1.31,2012,72.4
"1159",51,2011,1.31,2013,69.4
"1160",51,2011,1.31,2014,67
"1161",51,2012,1.31,2010,68.9
"1162",51,2012,1.31,2011,67.1
"1163",51,2012,1.31,2012,72.4
"1164",51,2012,1.31,2013,69.4
"1165",51,2012,1.31,2014,67
"1166",51,2013,1.31,2010,68.9
"1167",51,2013,1.31,2011,67.1
"1168",51,2013,1.31,2012,72.4
"1169",51,2013,1.31,2013,69.4
"1170",51,2013,1.31,2014,67
"1171",51,2014,1.31,2010,68.9
"1172",51,2014,1.31,2011,67.1
"1173",51,2014,1.31,2012,72.4
"1174",51,2014,1.31,2013,69.4
"1175",51,2014,1.31,2014,67
"1176",53,2010,4.035,2010,25.6
"1177",53,2010,4.035,2011,21.7
"1178",53,2010,4.035,2012,20.3
"1179",53,2010,4.035,2013,19.5
"1180",53,2010,4.035,2014,18.6
"1181",53,2011,4.035,2010,25.6
"1182",53,2011,4.035,2011,21.7
"1183",53,2011,4.035,2012,20.3
"1184",53,2011,4.035,2013,19.5
"1185",53,2011,4.035,2014,18.6
"1186",53,2012,4.035,2010,25.6
"1187",53,2012,4.035,2011,21.7
"1188",53,2012,4.035,2012,20.3
"1189",53,2012,4.035,2013,19.5
"1190",53,2012,4.035,2014,18.6
"1191",53,2013,4.035,2010,25.6
"1192",53,2013,4.035,2011,21.7
"1193",53,2013,4.035,2012,20.3
"1194",53,2013,4.035,2013,19.5
"1195",53,2013,4.035,2014,18.6
"1196",53,2014,4.035,2010,25.6
"1197",53,2014,4.035,2011,21.7
"1198",53,2014,4.035,2012,20.3
"1199",53,2014,4.035,2013,19.5
"1200",53,2014,4.035,2014,18.6
"1201",54,2010,1.56,2010,113
"1202",54,2010,1.56,2011,107.9
"1203",54,2010,1.56,2012,105
"1204",54,2010,1.56,2013,103.1
"1205",54,2010,1.56,2014,97.4
"1206",54,2011,1.56,2010,113
"1207",54,2011,1.56,2011,107.9
"1208",54,2011,1.56,2012,105
"1209",54,2011,1.56,2013,103.1
"1210",54,2011,1.56,2014,97.4
"1211",54,2012,1.56,2010,113
"1212",54,2012,1.56,2011,107.9
"1213",54,2012,1.56,2012,105
"1214",54,2012,1.56,2013,103.1
"1215",54,2012,1.56,2014,97.4
"1216",54,2013,1.56,2010,113
"1217",54,2013,1.56,2011,107.9
"1218",54,2013,1.56,2012,105
"1219",54,2013,1.56,2013,103.1
"1220",54,2013,1.56,2014,97.4
"1221",54,2014,1.56,2010,113
"1222",54,2014,1.56,2011,107.9
"1223",54,2014,1.56,2012,105
"1224",54,2014,1.56,2013,103.1
"1225",54,2014,1.56,2014,97.4
"1226",55,2010,3.53,2010,48.2
"1227",55,2010,3.53,2011,42.5
"1228",55,2010,3.53,2012,41.2
"1229",55,2010,3.53,2013,39.8
"1230",55,2010,3.53,2014,39.9
"1231",55,2011,3.53,2010,48.2
"1232",55,2011,3.53,2011,42.5
"1233",55,2011,3.53,2012,41.2
"1234",55,2011,3.53,2013,39.8
"1235",55,2011,3.53,2014,39.9
"1236",55,2012,3.53,2010,48.2
"1237",55,2012,3.53,2011,42.5
"1238",55,2012,3.53,2012,41.2
"1239",55,2012,3.53,2013,39.8
"1240",55,2012,3.53,2014,39.9
"1241",55,2013,3.53,2010,48.2
"1242",55,2013,3.53,2011,42.5
"1243",55,2013,3.53,2012,41.2
"1244",55,2013,3.53,2013,39.8
"1245",55,2013,3.53,2014,39.9
"1246",55,2014,3.53,2010,48.2
"1247",55,2014,3.53,2011,42.5
"1248",55,2014,3.53,2012,41.2
"1249",55,2014,3.53,2013,39.8
"1250",55,2014,3.53,2014,39.9
"1251",56,2010,1.61,2010,65.7
"1252",56,2010,1.61,2011,70.5
"1253",56,2010,1.61,2012,61.5
"1254",56,2010,1.61,2013,60.8
"1255",56,2010,1.61,2014,56.4
"1256",56,2011,1.61,2010,65.7
"1257",56,2011,1.61,2011,70.5
"1258",56,2011,1.61,2012,61.5
"1259",56,2011,1.61,2013,60.8
"1260",56,2011,1.61,2014,56.4
"1261",56,2012,1.61,2010,65.7
"1262",56,2012,1.61,2011,70.5
"1263",56,2012,1.61,2012,61.5
"1264",56,2012,1.61,2013,60.8
"1265",56,2012,1.61,2014,56.4
"1266",56,2013,1.61,2010,65.7
"1267",56,2013,1.61,2011,70.5
"1268",56,2013,1.61,2012,61.5
"1269",56,2013,1.61,2013,60.8
"1270",56,2013,1.61,2014,56.4
"1271",56,2014,1.61,2010,65.7
"1272",56,2014,1.61,2011,70.5
"1273",56,2014,1.61,2012,61.5
"1274",56,2014,1.61,2013,60.8
"1275",56,2014,1.61,2014,56.4
